MATERIAL DESCRIPTION,COMPONENT DESCRIPTION,COLORCODE,FAMILY_ARTICLES,ART_TYPE,G_SF,Setup
CAC-W HERCULES TT 13/15 TR1 (7897) PC,FR PIN TBH COB PB HERCULES TT 7897,7897,HERCULES,TOP,,
CAC-W HERCULES TT 13/15 TR1 (8119) PC,FR PIN TBH COB PB HERCULES TT 8119,8119,HERCULES,TOP,,
CAC-W HERCULES TT 13/15 TR1 (8275) PC,FR PIN TBH COB PB HERCULES TT 8275,8275,HERCULES,TOP,,
CAC-W HERCULES TT 13/15 TR1 (8276) PC,FR PIN TBH COB PB HERCULES TT 8276,8276,HERCULES,TOP,,
CAC-W HERCULES TT 13/15 TR1 (8534) PC,FR PIN TBH FS F212,8534,HERCULES,TOP,,
CAC-W HERCULES TT 13/15 TR1 (9730) PC,FR PIN TBH COB PB HERCULES TT 9730,9730,HERCULES,TOP,,
CAC-W HERCULES TT TS 12/14 TR (7236) PC,FR PIN TBH COB BC HERCULES TT TS 7236,7236,HERCULES,SPLIT,,
CAC-W HILLIARD TT 12/14 TR1 (17044),FR PIN TBH PB X ARTICLE,17044,HILLIARD,TOP,,
CAC-W ITU TT 11/13 TR (13484) PC,FR PIN TBH FS F212,13484,ITU,TOP,,
CAC-W ITU TT 11/13 TR1 (13074) PC,FR PIN TBH FS F212,13074,ITU,TOP,,
CAC-W JAVILLE TT 12/14 TR1 (13069) PC,FR PIN TBH PB X ARTICLE,13069,JAVILLE,TOP,,
CAC-W JVILLE K TT 12/14 TR1 (13070) PC,FR PIN TBH FS C3H8O,13070,JVILLE,TOP,,
CAC-W KAHUNA K TT TIP 12/14 TR1 (1275),FR PIN TBH FS F212,1275,KAHUNA,TOP,,
CAC-W KAHUNA K TT TIP 12/14 TR1 (6620),FR PIN TBH FS F212,6620,KAHUNA,TOP,,
CAC-W KAHUNA K TT TIP 12/14 TR1 (9734),FR PIN TBH FS F212,9734,KAHUNA,TOP,,
CAC-W KARAT K TT 09/11 TR (13411) PC,FR PIN TBH PB X ARTICLE,13411,KARAT,TOP,,
CAC-W KARAT K TT 09/11 TR1 (13433) PC,FR PIN TBH PB X ARTICLE,13433,KARAT,TOP,,
CAC-W KARAT K TT 09/11 TR1 (6828) PC,FR PIN TBH PB X ARTICLE,6828,KARAT,TOP,,
CAC-W KLIMA K TT 14/16 TR1 (13223) PC,FR PIN TBH PB X ARTICLE,13223,KLIMA,TOP,,
CAC-W KLIMA K TT 14/16 TR1 (13224) PC,FR PIN TBH PB X ARTICLE,13224,KLIMA,TOP,,
CAC-W KLIMA K TT 14/16 TR1 (5713) PC,FR PIN TBH PB X ARTICLE,5713,KLIMA,TOP,,
CAC-W KLIMA TIP 14/16 TR1 (4235) PC,FR PIN TBH PB X ARTICLE,4235,KLIMA,TOP,,
CAC-W KLIMA TIP 14/16 TR1 (7785) PC,FR PIN TBH PB X ARTICLE,7785,KLIMA,TOP,,
CAC-W KLIMA TS 12/14 TR (7785) PC,FR PIN TBH COB BC KLIMA TS 7785,7785,KLIMA,SPLIT,,
CAC-W KLIMA TT 14/16 TR1 (2367) PC,FR PIN TBH PB X ARTICLE,2367,KLIMA,TOP,,
CAC-W KLIMA TT 14/16 TR1 (3212) PC,FR PIN TBH PB X ARTICLE,3212,KLIMA,TOP,,
CAC-W KLIMA TT 14/16 TR1 (5760) PC,FR PIN TBH PB X ARTICLE,5760,KLIMA,TOP,,
CAC-W KLIMA TT 14/16 TR1 (7776) PC,FR PIN TBH PB X ARTICLE,7776,KLIMA,TOP,,
CAC-W KOS K TT 09/11 TR1 (3375) PC,FR PIN TBH COB BC KOS K TT 3375,3375,KOS,TOP,,
CAC-W KOS K TT 09/11 TR1 (3380) PC,FR PIN TBH COB BC KOS K TT 3380,3380,KOS,TOP,,
CAC-W KOS K TT 09/11 TR1 (9376) PC,FR PIN TBH COB BC KOS K TT 9376,9376,KOS,TOP,,
CAC-W KOS K TT 09/11 TR1 (9385) PC,FR PIN TBH COB BC KOS K TT 9385,9385,KOS,TOP,,
CAC-W KOTA 09/11 TR1 (1250) PC,FR PIN TBH PB X ARTICLE,1250,KOTA,TOP,,
CAC-W KOTA 09/11 TR1 (5751) PC,FR PIN TBH PB X ARTICLE,5751,KOTA,TOP,,
CAC-W KOTA 09/11 TR1 (7864) PC,FR PIN TBH PB X ARTICLE,7864,KOTA,TOP,,
CAC-W KOTA K TT 09/11 TR1 (2335) PC,FR PIN TBH PB X ARTICLE,2335,KOTA,TOP,,
CAC-W KOTA K TT 09/11 TR1 (7043) PC,FR PIN TBH PB X ARTICLE,7043,KOTA,TOP,,
CAC-W KOTA TT 09/11 TR1 (2386) PC,FR PIN TBH PB X ARTICLE,2386,KOTA,TOP,,
CAC-W KUTA K TT 12/14 TR1 (13032) PC,FR PIN TBH PB X ARTICLE,13032,KUTA,TOP,,
CAC-W KUTA K TT 12/14 TR1 (13033) PC,FR PIN TBH PB X ARTICLE,13033,KUTA,TOP,,
CAC-W KUTA K TT 12/14 TR1 (13218) PC,FR PIN TBH PB X ARTICLE,13218,KUTA,TOP,,
CAC-W KUTA K TT 12/14 TR1 (2715) PC,FR PIN TBH PB X ARTICLE,2715,KUTA,TOP,,
CAC-W KUTA K TT 12/14 TR1 (2717) PC,FR PIN TBH PB X ARTICLE,2717,KUTA,TOP,,
CAC-W KUTA K TT 12/14 TR1 (8659) PC,FR PIN TBH PB X ARTICLE,8659,KUTA,TOP,,
CAC-W LAOCAI K TT 12/14 TR (17163) PC,FR PIN TBH COB PB LAOCAI K TT 17163,17163,LAOCAI,TOP,,
CAC-W LAUCA 09/11 TR (5025) PC,FR PIN TBH COB PB LAUCA 5025,5025,LAUCA,TOP,,
CAC-W LAUCA 09/11 TR (5370) PC,FR PIN TBH COB PB LAUCA 5370,5370,LAUCA,TOP,,
CAC-W LAUCA 09/11 TR (8104) PC,FR PIN TBH COB PB LAUCA 8104,8104,LAUCA,TOP,,
CAC-W LAUCA 09/11 TR1 (17038) PC,FR PIN TBH COB PB LAUCA 17038,17038,LAUCA,TOP,,
CAC-W LISA K TT 09/11 TR1 (6322) PC,FR PIN TBH COB BC LISA K TT 6322,6322,LISA,TOP,,
CAC-W LOIRE TT 09/11 TR1 (5351) PC,FR PIN TBH PB X ARTICLE,5351,LOIRE,TOP,,
CAC-W LOIRE TT TS 11/13 TR (5351) PC,FR PIN TBH COB BC LOIRE TT TS 5351,5351,LOIRE,SPLIT,,
CAC-W MADERA 12/14 TR1 (17211) PC,FR PIN TBH FS F212,17211,MADERA,TOP,,
CAC-W MADERA 12/14 TR1 (17212) PC,FR PIN TBH FS F212,17212,MADERA,TOP,,
CAC-W MADERA 12/14 TR1 (8422) PC,FR PIN TBH FS F212,8422,MADERA,TOP,,
CAC-W MADRAS 09/11 TR (7816) PC,FR PIN TBH FS F212,7816,MADRAS,TOP,,
CAC-W MADRAS 09/11 TR1 (1238) PC,FR PIN TBH COB BC MADRAS SOFT 1238,1238,MADRAS,TOP,,
CAC-W MADRAS 09/11 TR1 (13053) PC,FR PIN TBH COB BC MADRAS SOFT 13053,13053,MADRAS,TOP,,
CAC-W MADRAS 09/11 TR1 (3258) PC,FR PIN TBH COB BC MADRAS 3258,3258,MADRAS,TOP,,
CAC-W MADRAS 09/11 TR1 (3333) PC,FR PIN TBH FS F212,3333,MADRAS,TOP,,
CAC-W MADRAS 09/11 TR1 (7061) PC,FR PIN TBH COB BC MADRAS 7061,7061,MADRAS,TOP,,
CAC-W MADRAS 09/11 TR1 (7362) PC,FR PIN TBH COB BC MADRAS 7362,7362,MADRAS,TOP,,
CAC-W MADRAS 09/11 TR1 (8360),FR PIN TBH COB BC MADRAS 8360,8360,MADRAS,TOP,,
CAC-W MADRAS 09/11 TR1 (9070),FR PIN TBH COB BC MADRAS 9070,9070,MADRAS,TOP,,
CAC-W MADRAS 09/11 TR1 (9569) PC,FR PIN TBH FS F212,9569,MADRAS,TOP,,
CAC-W MADRAS 09/11 TR2 (7206),FR PIN TBH COB BC MADRAS 7206,7206,MADRAS,TOP,,
CAC-W MADRAS 09/11 TR2 (7216),FR PIN TBH EMU LIG COL,7216,MADRAS,TOP,,
CAC-W MADRAS 09/11 TR2 (7217),FR PIN TBH EMU TOPCELL,7217,MADRAS,TOP,,
CAC-W MADRAS 09/11 TR2 (7218),FR PIN TBH EMU LIG COL,7218,MADRAS,TOP,,
CAC-W MADRAS 09/11 TR2 (7394),FR PIN TBH EMU TOPCELL,7394,MADRAS,TOP,,
CAC-W MADRAS 09/11 TR2 (7750),FR PIN TBH EMU TOPCELL,7750,MADRAS,TOP,,
CAC-W MADRAS 09/11 TR2 (8613),FR PIN TBH COB BC MADRAS 8613,8613,MADRAS,TOP,,
CAC-W MADRAS 09/11 TR2 (9150),FR PIN TBH EMU LIG COL,9150,MADRAS,TOP,,
CAC-W MADRAS 09/11 TR2 (9648),FR PIN TBH EMU TOPCELL,9648,MADRAS,TOP,,
CAC-W MADRAS K TT 09/11 TR1 (13080) PC,FR PIN TBH COB BC MADRAS K TT 13080,13080,MADRAS,TOP,,
CAC-W MADRAS SO 09/11 TR1 (12106),FR PIN TBH COB BC MADRAS SOFT 12106,12106,MADRAS,TOP,,
CAC-W MADRAS SO 09/11 TR1 (13490),FR PIN TBH COB BC MADRAS SOFT 13490,13490,MADRAS,TOP,,
CAC-W MADRAS SO 09/11 TR1 (17174),FR PIN TBH COB BC MADRAS SOFT 17174,17174,MADRAS,TOP,,
CAC-W MADRAS SO 09/11 TR1 (6836),FR PIN TBH COB BC MADRAS SOFT 6836,6836,MADRAS,TOP,,
CAC-W MADRAS SO TS 09/11 TR1 (13490),FR PIN TBH COB BC MADRAS SOFT 13490,13490,MADRAS,SPLIT,,
CAC-W MADRAS SOFT 09/11 TR (13504) PC,FR PIN TBH COB BC MADRAS SOFT 13504,13504,MADRAS,TOP,,
CAC-W MADRAS SOFT 09/11 TR1 (12003) PC,FR PIN TBH COB BC MADRAS SOFT 12003,12003,MADRAS,TOP,,
CAC-W MADRAS SOFT 09/11 TR1 (12067) PC,FR PIN TBH COB BC MADRAS SOFT 12067,12067,MADRAS,TOP,,
CAC-W MADRAS SOFT 09/11 TR1 (12068) PC,FR PIN TBH COB BC MADRAS SOFT 12068,12068,MADRAS,TOP,,
CAC-W MADRAS SOFT 09/11 TR1 (13190) PC,FR PIN TBH COB BC MADRAS SOFT 13190,13190,MADRAS,TOP,,
CAC-W MADRAS SOFT 09/11 TR1 (17045) PC,FR PIN TBH COB BC MADRAS SOFT 17045,17045,MADRAS,TOP,,
CAC-W MADRAS SOFT 09/11 TR1 (17046),FR PIN TBH COB BC MADRAS SOFT 17046,17046,MADRAS,TOP,,
CAC-W MADRAS SOFT 09/11 TR1 (5054) PC,FR PIN TBH COB BC MADRAS SOFT 5054,5054,MADRAS,TOP,,
CAC-W MADRAS SOFT 09/11 TR1 (6637) PC,FR PIN TBH COB BC MADRAS SOFT 6637,6637,MADRAS,TOP,,
CAC-W MADRAS SOFT 09/11 TR1 (6824) PC,FR PIN TBH COB BC MADRAS SOFT 6824,6824,MADRAS,TOP,,
CAC-W MADRAS SOFT 09/11 TR1 (8046) PC,FR PIN TBH COB BC MADRAS SOFT 8046,8046,MADRAS,TOP,,
CAC-W MADRAS SOFT 09/11 TR1 (9468) PC,FR PIN TBH COB BC MADRAS SOFT 9468,9468,MADRAS,TOP,,
CAC-W MADRAS SOFT TS 12/14 TR (12067) PC,FR PIN TBH COB BC MADRAS SOFT 12067,12067,MADRAS,SPLIT,,
CAC-W MADRAS SOFT TS 12/14 TR (12068) PC,FR PIN TBH COB BC MADRAS SOFT 12068,12068,MADRAS,SPLIT,,
CAC-W MADRAS SOFT TS 12/14 TR (12106) PC,FR PIN TBH COB BC MADRAS SOFT 12106,12106,MADRAS,SPLIT,,
CAC-W MADRAS SOFT TS 12/14 TR (8046) PC,FR PIN TBH COB BC MADRAS SOFT 8046,8046,MADRAS,SPLIT,,
CAC-W MADRAS TT 09/11 TR1 (13030) PC,FR PIN TBH COB BC MADRAS TT 13030,13030,MADRAS,TOP,,
CAC-W MAGASUS K TT 12/14 (13242) PC,FR PIN TBH COB PB MAGASUS K TT 13242,13242,MAGASUS,TOP,,
CAC-W MAIPO 11/13 TR (12037) PC,FR PIN TBH COB BC MAIPO 12037,12037,MAIPO,TOP,,
CAC-W MALD 09/11 TR (1295) PC,FR PIN TBH COB BC MALDONADO 1295,1295,MALD,TOP,,
CAC-W MALD 09/11 TR (1296) PC,FR PIN TBH EMU TOPCELL,1296,MALD,TOP,,
CAC-W MALD 09/11 TR (7793) PC,FR PIN TBH EMU TOPCELL,7793,MALD,TOP,,
CAC-W MALD 09/11 TR1 (12020) PC,FR PIN TBH COB BC MALDONADO 12020,12020,MALD,TOP,,
CAC-W MALD 09/11 TR1 (1304),FR PIN TBH EMU DK COL,1304,MALD,TOP,,
CAC-W MALD 09/11 TR1 (13146) PC,FR PIN TBH EMU TOPCELL,13146,MALD,TOP,,
CAC-W MALD 09/11 TR1 (13200) PC,FR PIN TBH COB BC MALDONADO 13200,13200,MALD,TOP,,
CAC-W MALD 09/11 TR1 (13222) PC,FR PIN TBH COB BC MALDONADO 13222,13222,MALD,TOP,,
CAC-W MALD 09/11 TR1 (13250) PC,FR PIN TBH COB BC MALDONADO 13250,13250,MALD,TOP,,
CAC-W MALD 09/11 TR1 (17035) PC,FR PIN TBH COB BC MALDONADO 17035,17035,MALD,TOP,,
CAC-W MALD 09/11 TR1 (17041),FR PIN TBH COB BC MALDONADO 17041,17041,MALD,TOP,,
CAC-W MALD 09/11 TR1 (1766),FR PIN TBH COB BC MALDONADO 1766,1766,MALD,TOP,,
CAC-W MALD 09/11 TR1 (2252) PC,FR PIN TBH COB BC MALDONADO 2252,2252,MALD,TOP,,
CAC-W MALD 09/11 TR1 (2253) PC,FR PIN TBH COB BC MALDONADO 2253,2253,MALD,TOP,,
CAC-W MALD 09/11 TR1 (2398) PC,FR PIN TBH COB BC MALDONADO 2398,2398,MALD,TOP,,
CAC-W MALD 09/11 TR1 (2791) PC,FR PIN TBH COB BC MALDONADO 2791,2791,MALD,TOP,,
CAC-W MALD 09/11 TR1 (3218) PC,FR PIN TBH COB BC MALDONADO 3218,3218,MALD,TOP,,
CAC-W MALD 09/11 TR1 (3219) PC,FR PIN TBH COB BC MALDONADO 3219,3219,MALD,TOP,,
CAC-W MALD 09/11 TR1 (3221) PC,FR PIN TBH COB BC MALDONADO 3221,3221,MALD,TOP,,
CAC-W MALD 09/11 TR1 (3231) PC,FR PIN TBH COB BC MALDONADO 3231,3231,MALD,TOP,,
CAC-W MALD 09/11 TR1 (3280) PC,FR PIN TBH COB BC MALDONADO 3280,3280,MALD,TOP,,
CAC-W MALD 09/11 TR1 (3291) PC,FR PIN TBH COB BC MALDONADO 3295,3291,MALD,TOP,,
CAC-W MALD 09/11 TR1 (3293) PC,FR PIN TBH COB BC MALDONADO 3293,3293,MALD,TOP,,
CAC-W MALD 09/11 TR1 (3294) PC,FR PIN TBH COB BC MALDONADO 3294,3294,MALD,TOP,,
CAC-W MALD 09/11 TR1 (3295) PC,FR PIN TBH COB BC MALDONADO 3295,3295,MALD,TOP,,
CAC-W MALD 09/11 TR1 (3296) PC,FR PIN TBH COB BC MALDONADO 3296,3296,MALD,TOP,,
CAC-W MALD 09/11 TR1 (3297) PC,FR PIN TBH COB BC MALDONADO 3297,3297,MALD,TOP,,
CAC-W MALD 09/11 TR1 (3298) PC,FR PIN TBH COB BC MALDONADO 3298,3298,MALD,TOP,,
CAC-W MALD 09/11 TR1 (3315) PC,FR PIN TBH COB BC MALDONADO 3315,3315,MALD,TOP,,
CAC-W MALD 09/11 TR1 (3720) PC,FR PIN TBH COB BC MALDONADO 3720,3720,MALD,TOP,,
CAC-W MALD 09/11 TR1 (4000) PC,FR PIN TBH COB BC MALDONADO 4000,4000,MALD,TOP,,
CAC-W MALD 09/11 TR1 (4252),FR PIN TBH COB BC MALDONADO 4252,4252,MALD,TOP,,
CAC-W MALD 09/11 TR1 (5293),FR PIN TBH COB BC MALDONADO 5293,5293,MALD,TOP,,
CAC-W MALD 09/11 TR1 (5354),FR PIN TBH COB BC MALDONADO 5354,5354,MALD,TOP,,
CAC-W MALD 09/11 TR1 (5647),FR PIN TBH COB BC MALDONADO 5647,5647,MALD,TOP,,
CAC-W MALD 09/11 TR1 (6110),FR PIN TBH COB BC MALDONADO 6110,6110,MALD,TOP,,
CAC-W MALD 09/11 TR1 (6287) PC,FR PIN TBH COB BC MALDONADO 6287,6287,MALD,TOP,,
CAC-W MALD 09/11 TR1 (6305),FR PIN TBH COB BC MALDONADO SOFT 6305,6305,MALD,TOP,,
CAC-W MALD 09/11 TR1 (6718),FR PIN TBH COB BC MALDONADO 6718,6718,MALD,TOP,,
CAC-W MALD 09/11 TR1 (6719),FR PIN TBH COB BC MALDONADO 6719,6719,MALD,TOP,,
CAC-W MALD 09/11 TR1 (6792) PC,FR PIN TBH COB BC MALDONADO 6792,6792,MALD,TOP,,
CAC-W MALD 09/11 TR1 (7000),FR PIN TBH COB BC MALDONADO 7000,7000,MALD,TOP,,
CAC-W MALD 09/11 TR1 (7001),FR PIN TBH FS F212,7001,MALD,TOP,,
CAC-W MALD 09/11 TR1 (7019) PC,FR PIN TBH COB BC MALDONADO 7019,7019,MALD,TOP,,
CAC-W MALD 09/11 TR1 (7045) PC,FR PIN TBH COB BC MALDONADO 7045,7045,MALD,TOP,,
CAC-W MALD 09/11 TR1 (7115) PC,FR PIN TBH COB PB MALDONADO 7115,7115,MALD,TOP,,
CAC-W MALD 09/11 TR1 (7147) PC,FR PIN TBH EMU LIG COL,7147,MALD,TOP,,
CAC-W MALD 09/11 TR1 (7343),FR PIN TBH COB BC MALDONADO SOFT 7343,7343,MALD,TOP,,
CAC-W MALD 09/11 TR1 (7640) PC,FR PIN TBH COB BC MALDONADO 7640,7640,MALD,TOP,,
CAC-W MALD 09/11 TR1 (7663) PC,FR PIN TBH COB BC MALDONADO 7663,7663,MALD,TOP,,
CAC-W MALD 09/11 TR1 (7694),FR PIN TBH COB BC MALDONADO 7694,7694,MALD,TOP,,
CAC-W MALD 09/11 TR1 (7745),FR PIN TBH COB BC MALDONADO 7745,7745,MALD,TOP,,
CAC-W MALD 09/11 TR1 (8091) PC,FR PIN TBH COB BC MALDONADO 8091,8091,MALD,TOP,,
CAC-W MALD 09/11 TR1 (8201),FR PIN TBH COB BC MALDONADO 8201,8201,MALD,TOP,,
CAC-W MALD 09/11 TR1 (8249),FR PIN TBH COB BC MALDONADO 8249,8249,MALD,TOP,,
CAC-W MALD 09/11 TR1 (8303),FR PIN TBH COB BC MALDONADO 8303,8303,MALD,TOP,,
CAC-W MALD 09/11 TR1 (8305),FR PIN TBH COB BC MALDONADO SOFT 8305,8305,MALD,TOP,,
CAC-W MALD 09/11 TR1 (8327),FR PIN TBH COB BC MALDONADO 8327,8327,MALD,TOP,,
CAC-W MALD 09/11 TR1 (8372),FR PIN TBH COB BC MALDONADO 8372,8372,MALD,TOP,,
CAC-W MALD 09/11 TR1 (8615),FR PIN TBH COB BC MALDONADO 8615,8615,MALD,TOP,,
CAC-W MALD 09/11 TR1 (8701),FR PIN TBH COB BC MALDONADO 8701,8701,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9032),FR PIN TBH COB BC MALDONADO 9032,9032,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9036),FR PIN TBH COB BC MALDONADO 9036,9036,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9069),FR PIN TBH COB BC MALDONADO 9069,9069,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9083),FR PIN TBH COB BC MALDONADO 9083,9083,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9113),FR PIN TBH COB BC MALDONADO 9113,9113,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9116),FR PIN TBH COB BC MALDONADO 9116,9116,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9128),FR PIN TBH COB BC MALDONADO 9128,9128,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9212),FR PIN TBH COB BC MALDONADO 9212,9212,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9229),FR PIN TBH COB BC MALDONADO 9229,9229,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9230),FR PIN TBH COB BC MALDONADO 9230,9230,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9247),FR PIN TBH COB BC MALDONADO 9247,9247,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9261),FR PIN TBH COB BC MALDONADO 9261,9261,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9279),FR PIN TBH COB BC MALDONADO 9279,9279,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9452),FR PIN TBH COB BC MALDONADO 9452,9452,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9455) PC,FR PIN TBH COB BC MALDONADO 9455,9455,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9579) PC,FR PIN TBH COB BC MALDONADO 9579,9579,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9625),FR PIN TBH COB BC MALDONADO 9625,9625,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9639),FR PIN TBH COB BC MALDONADO 9639,9639,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9673),FR PIN TBH COB BC MALDONADO 9673,9673,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9704),FR PIN TBH COB BC MALDONADO 9704,9704,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9723),FR PIN TBH COB BC MALDONADO 9723,9723,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9725),FR PIN TBH COB BC MALDONADO 9725,9725,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9731),FR PIN TBH COB BC MALDONADO 9731,9731,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9748),FR PIN TBH COB BC MALDONADO 9748,9748,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9778),FR PIN TBH COB BC MALDONADO SOFT 9778,9778,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9816),FR PIN TBH COB BC MALDONADO 9816,9816,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9817),FR PIN TBH COB BC MALDONADO 9817,9817,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9861),FR PIN TBH COB BC MALDONADO 9861,9861,MALD,TOP,,
CAC-W MALD 09/11 TR1 (9874),FR PIN TBH COB BC MALDONADO 9874,9874,MALD,TOP,,
CAC-W MALD 09/11 TR2 (1307),FR PIN TBH COB BC MALDONADO 1307,1307,MALD,TOP,,
CAC-W MALD 09/11 TR2 (3215) PC,FR PIN TBH COB BC MALDONADO 3215,3215,MALD,TOP,,
CAC-W MALD 09/11 TR2 (5224),FR PIN TBH COB BC MALDONADO 5224,5224,MALD,TOP,,
CAC-W MALD 09/11 TR2 (6214) PC,FR PIN TBH COB BC MALDONADO SOFT 6214,6214,MALD,TOP,,
CAC-W MALD 09/11 TR2 (7090),FR PIN TBH COB BC MALDONADO 7090,7090,MALD,TOP,,
CAC-W MALD 09/11 TR2 (7270),FR PIN TBH COB BC MALDONADO 7270,7270,MALD,TOP,,
CAC-W MALD 09/11 TR2 (7271),FR PIN TBH COB BC MALDONADO 7271,7271,MALD,TOP,,
CAC-W MALD 09/11 TR2 (7379),FR PIN TBH COB BC MALDONADO 7379,7379,MALD,TOP,,
CAC-W MALD 09/11 TR2 (7775) PC,FR PIN TBH COB BC MALDONADO 7775,7775,MALD,TOP,,
CAC-W MALD 09/11 TR2 (7793) PC,FR PIN TBH COB BC MALDONADO 7793,7793,MALD,TOP,,
CAC-W MALD 09/11 TR2 (7840) PC,FR PIN TBH COB BC MALDONADO 7840,7840,MALD,TOP,,
CAC-W MALD 09/11 TR2 (8070),FR PIN TBH COB BC MALDONADO 8070,8070,MALD,TOP,,
CAC-W MALD 09/11 TR2 (8115),FR PIN TBH COB BC MALDONADO 8115,8115,MALD,TOP,,
CAC-W MALD 09/11 TR2 (8239),FR PIN TBH COB BC MALDONADO 8239,8239,MALD,TOP,,
CAC-W MALD 09/11 TR2 (9000),FR PIN TBH COB BC MALDONADO 9000,9000,MALD,TOP,,
CAC-W MALD 09/11 TR2 (9079),FR PIN TBH COB BC MALDONADO 9079,9079,MALD,TOP,,
CAC-W MALD 09/11 TR2 (9244),FR PIN TBH COB BC MALDONADO 9244,9244,MALD,TOP,,
CAC-W MALD 09/11 TR2 (9263),FR PIN TBH COB BC MALDONADO 9263,9263,MALD,TOP,,
CAC-W MALD 09/11 TR2 (9483) PC,FR PIN TBH COB BC MALDONADO 9483,9483,MALD,TOP,,
CAC-W MALD 09/11 TR2 (9723),FR PIN TBH FI WA 30-70 AZ,9723,MALD,TOP,,
CAC-W MALD 09/11 TR2 (9724),FR PIN TBH COB BC MALDONADO 9724,9724,MALD,TOP,,
CAC-W MALD 09/11 TR2 (9773),FR PIN TBH COB BC MALDONADO 9773,9773,MALD,TOP,,
CAC-W MALD COLD 09/11 TR1 (4207),FR PIN TBH COB BC MALDONADO COLD 4207,4207,MALD,TOP,,
CAC-W MALD COLD 09/11 TR1 (4209),FR PIN TBH COB BC MALDONADO 4209,4209,MALD,TOP,,
CAC-W MALD COLD 09/11 TR1 (8167),FR PIN TBH COB BC MALDONADO COLD 8167,8167,MALD,TOP,,
CAC-W MALD COLD 09/11 TR1 (9057),FR PIN TBH COB BC MALDONADO 9057,9057,MALD,TOP,,
CAC-W MALD K TT 09/11 TR1 (13026),FR PIN TBH FS F212,13026,MALD,TOP,,
CAC-W MALD K TT 09/11 TR1 (5327) PC,FR PIN TBH COB BC MALDONADO K TT 5327,5327,MALD,TOP,,
CAC-W MALD K TT 09/11 TR1 (5336) PC,FR PIN TBH COB BC MALDONADO K TT 5336,5336,MALD,TOP,,
CAC-W MALD K TT 09/11 TR1 (9316) PC,FR PIN TBH COB BC MALDONADO K TT 9316,9316,MALD,TOP,,
CAC-W MALD LUX 09/11 TR1 (9065),FR PIN TBH COB BC MALDONADO LUX 9065,9065,MALD,TOP,,
CAC-W MALD SO 09/11 TR (1305) PC,FR PIN TBH FI WA 60-40 AZ,1305,MALD,TOP,,
CAC-W MALD SO 09/11 TR (2371) PC,FR PIN TBH FS F212,2371,MALD,TOP,,
CAC-W MALD SO 09/11 TR (3559) PC,FR PIN TBH FS F212,3559,MALD,TOP,,
CAC-W MALD SO 09/11 TR (7035) PC,FR PIN TBH FS F212,7035,MALD,TOP,,
CAC-W MALD SO 09/11 TR (8305) PC,FR PIN TBH FI WA 40-60 AZ,8305,MALD,TOP,,
CAC-W MALD SO 09/11 TR (9778) PC,FR PIN TBH FS F212,9778,MALD,TOP,,
CAC-W MALD SO 09/11 TR1 (12046),FR PIN TBH FS F212,12046,MALD,TOP,,
CAC-W MALD SO 09/11 TR1 (12063),FR PIN TBH FS F212,12063,MALD,TOP,,
CAC-W MALD SO 09/11 TR1 (12108) PC,FR PIN TBH FS F212,12108,MALD,TOP,,
CAC-W MALD SO 09/11 TR1 (1223) PC,FR PIN TBH FS F212,1223,MALD,TOP,,
CAC-W MALD SO 09/11 TR1 (1224) PC,FR PIN TBH FS F212,1224,MALD,TOP,,
CAC-W MALD SO 09/11 TR1 (1227) PC,FR PIN TBH FS F212,1227,MALD,TOP,,
CAC-W MALD SO 09/11 TR1 (1232) PC,FR PIN TBH FS F212,1232,MALD,TOP,,
CAC-W MALD SO 09/11 TR1 (1236) PC,FR PIN TBH COB BC MALDONADO SOFT 1236,1236,MALD,TOP,,
CAC-W MALD SO 09/11 TR1 (1251) PC,FR PIN TBH FS F212,1251,MALD,TOP,,
CAC-W MALD SO 09/11 TR1 (1254) PC,FR PIN TBH FS F212,1254,MALD,TOP,,
